age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,471,1,7,1,success,-3.4,92.379,-29.8,0.809,5017.5,1
56,admin.,married,high.school,no,yes,yes,telephone,may,mon,197,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,thu,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,337,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,technician,single,university.degree,no,no,no,telephone,may,wed,336,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
42,admin.,single,professional.course,no,yes,no,cellular,apr,tue,251,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
24,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,fri,8,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
24,student,single,high.school,unknown,yes,yes,telephone,may,fri,103,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
28,admin.,single,university.degree,no,no,no,cellular,apr,fri,69,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
52,retired,married,high.school,no,yes,no,cellular,apr,mon,525,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
38,admin.,married,university.degree,no,yes,no,telephone,may,tue,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,52,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
46,services,married,high.school,no,no,yes,telephone,jun,thu,153,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
50,services,married,basic.9y,no,yes,yes,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
77,retired,married,university.degree,no,yes,no,cellular,may,wed,152,1,6,4,success,-1.8,93.876,-40,0.682,5008.7,1
40,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,fri,154,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
44,admin.,married,high.school,no,yes,no,cellular,may,wed,150,3,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,thu,187,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
41,management,married,university.degree,no,yes,no,cellular,may,fri,13,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
32,services,single,basic.6y,no,yes,no,telephone,jun,fri,307,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,jun,wed,339,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
36,technician,married,high.school,no,no,no,cellular,aug,mon,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,admin.,married,high.school,no,yes,no,cellular,jul,thu,627,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
31,technician,single,high.school,no,no,yes,telephone,may,tue,177,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,340,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
43,technician,single,professional.course,no,no,no,telephone,may,wed,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,single,basic.4y,unknown,no,no,telephone,may,mon,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
51,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,283,1,3,7,success,-1.1,94.767,-50.8,1.049,4963.6,0
61,retired,married,basic.9y,no,yes,no,telephone,aug,fri,176,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,383,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,1252,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
53,management,divorced,university.degree,no,yes,no,cellular,jun,mon,348,6,999,2,failure,-1.7,94.055,-39.8,0.754,4991.6,0
37,services,married,high.school,no,no,no,telephone,jun,thu,201,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,432,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
35,housemaid,married,high.school,no,no,no,telephone,may,wed,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
40,technician,married,professional.course,unknown,no,no,cellular,nov,wed,291,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
33,services,married,professional.course,no,yes,no,cellular,aug,thu,51,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
46,admin.,married,unknown,unknown,yes,no,telephone,may,thu,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
35,management,married,university.degree,no,no,no,cellular,may,thu,370,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
34,technician,divorced,unknown,no,yes,no,cellular,jul,thu,420,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
37,services,single,high.school,no,no,no,telephone,may,wed,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
44,technician,divorced,university.degree,unknown,no,no,cellular,jul,mon,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,blue-collar,married,high.school,no,no,no,cellular,jul,fri,297,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
32,self-employed,single,professional.course,unknown,no,no,cellular,may,thu,561,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
35,admin.,single,high.school,no,yes,no,telephone,may,mon,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,95,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
51,services,married,high.school,no,no,yes,telephone,jun,mon,267,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
28,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,307,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,1
47,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,84,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,312,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
47,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
64,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,604,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0
59,services,married,high.school,no,yes,no,cellular,jul,thu,362,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
40,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,171,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
35,admin.,married,university.degree,no,no,no,telephone,may,fri,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,251,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
36,services,married,high.school,unknown,no,no,telephone,jun,tue,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
33,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,services,divorced,high.school,no,no,yes,cellular,jul,thu,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,admin.,single,university.degree,unknown,unknown,unknown,cellular,aug,tue,313,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,405,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,294,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,technician,married,high.school,no,yes,no,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,technician,married,basic.9y,no,yes,no,cellular,nov,thu,348,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
53,technician,married,professional.course,unknown,yes,no,telephone,may,fri,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
28,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,733,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,720,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,72,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,admin.,married,university.degree,no,no,no,telephone,nov,tue,234,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
48,admin.,married,university.degree,no,no,no,cellular,dec,mon,85,2,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,0
40,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,504,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,admin.,married,professional.course,no,no,no,cellular,aug,fri,172,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,technician,single,high.school,no,no,no,telephone,may,tue,114,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
37,services,single,high.school,no,yes,no,telephone,may,tue,227,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
55,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
37,admin.,single,university.degree,no,yes,yes,cellular,may,fri,171,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
46,management,married,university.degree,no,no,no,cellular,may,mon,143,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,728,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,services,single,unknown,no,no,no,cellular,apr,fri,301,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
43,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,535,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,technician,married,high.school,unknown,no,yes,cellular,may,thu,102,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
32,management,single,university.degree,no,yes,no,cellular,mar,mon,78,2,999,1,failure,-1.8,92.843,-50,1.703,5099.1,0
32,entrepreneur,single,high.school,unknown,yes,yes,cellular,nov,fri,64,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
28,services,single,basic.9y,no,yes,yes,cellular,jun,mon,252,5,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,0
38,technician,single,professional.course,no,no,no,telephone,jun,thu,574,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,136,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
53,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
60,technician,married,university.degree,no,yes,no,cellular,aug,tue,11,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24,student,single,professional.course,no,yes,no,cellular,jul,wed,817,2,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,1
45,admin.,married,university.degree,no,yes,no,telephone,jun,mon,216,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,admin.,single,university.degree,no,yes,no,cellular,jun,thu,207,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
53,services,married,high.school,unknown,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
52,admin.,married,university.degree,no,yes,yes,cellular,may,wed,159,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,103,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
28,admin.,married,university.degree,no,no,no,cellular,jul,mon,187,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,74,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,technician,single,high.school,no,no,no,telephone,may,fri,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,379,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,210,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,0
31,technician,married,basic.6y,no,yes,no,telephone,nov,thu,51,8,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
46,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,mon,180,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28,admin.,single,university.degree,no,yes,no,cellular,jul,wed,147,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
50,technician,married,professional.course,no,no,no,cellular,aug,wed,467,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,210,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
42,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
32,admin.,married,university.degree,no,no,yes,cellular,aug,wed,280,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
58,retired,married,high.school,no,no,no,telephone,jun,thu,355,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
45,technician,married,professional.course,unknown,no,no,cellular,aug,fri,46,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,126,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
48,services,married,high.school,no,yes,yes,cellular,may,wed,154,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
25,technician,single,professional.course,no,yes,no,cellular,nov,fri,712,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,1
40,management,married,university.degree,no,no,yes,cellular,aug,mon,121,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0
58,housemaid,married,basic.4y,unknown,yes,no,telephone,may,fri,652,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,413,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
43,admin.,married,university.degree,no,no,no,cellular,jul,tue,524,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,technician,married,high.school,no,unknown,unknown,cellular,apr,mon,122,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,admin.,married,university.degree,no,no,no,cellular,aug,wed,787,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,291,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33,admin.,single,university.degree,no,yes,yes,telephone,aug,mon,109,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,0
33,admin.,married,university.degree,no,no,no,telephone,may,fri,724,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
31,admin.,married,high.school,no,no,no,cellular,may,thu,172,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
36,admin.,single,basic.6y,no,yes,no,telephone,may,wed,125,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
73,retired,married,basic.4y,no,yes,no,cellular,apr,mon,158,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,0
48,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,484,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,services,married,basic.9y,no,yes,no,telephone,jun,wed,886,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
40,management,married,university.degree,unknown,yes,no,cellular,jul,mon,16,34,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,management,single,university.degree,no,yes,no,telephone,jun,tue,344,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
34,services,married,high.school,no,yes,no,cellular,jul,thu,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
31,services,married,high.school,no,no,yes,telephone,jun,fri,108,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
44,housemaid,married,basic.9y,no,no,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
52,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,412,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
40,technician,single,professional.course,unknown,yes,yes,cellular,aug,wed,94,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,blue-collar,divorced,basic.9y,no,yes,yes,cellular,may,wed,444,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
34,technician,single,university.degree,no,yes,yes,cellular,aug,thu,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,531,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
37,management,married,university.degree,unknown,no,no,telephone,may,wed,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
26,blue-collar,single,unknown,no,yes,yes,telephone,jun,wed,203,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,181,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
39,unemployed,single,basic.9y,no,yes,no,telephone,may,mon,846,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
31,admin.,married,university.degree,no,yes,no,cellular,nov,tue,71,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
29,services,divorced,high.school,no,no,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,services,married,high.school,no,no,no,telephone,apr,mon,151,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
28,services,single,high.school,no,no,no,cellular,jul,tue,82,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,management,married,university.degree,no,yes,yes,cellular,aug,wed,135,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
57,admin.,married,university.degree,no,no,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,management,married,university.degree,unknown,unknown,unknown,telephone,may,mon,93,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
36,admin.,married,high.school,no,no,no,cellular,may,mon,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
37,blue-collar,single,university.degree,no,no,no,telephone,jun,tue,229,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,282,2,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,1
33,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,mon,143,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
42,admin.,married,university.degree,no,no,no,cellular,jul,fri,591,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,95,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,286,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,333,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,47,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,services,married,high.school,no,yes,no,telephone,jul,tue,68,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,admin.,divorced,high.school,no,yes,no,telephone,jun,wed,54,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
38,admin.,married,high.school,no,yes,yes,telephone,jun,thu,2028,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
43,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,303,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0
38,admin.,single,basic.9y,no,no,no,telephone,jun,fri,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
32,admin.,married,high.school,no,no,no,telephone,jul,mon,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
21,student,single,high.school,no,no,no,cellular,mar,tue,220,1,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,1
29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
52,services,married,basic.9y,unknown,no,no,telephone,may,thu,80,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
60,self-employed,married,university.degree,no,yes,no,telephone,oct,fri,128,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0
36,admin.,single,university.degree,no,no,yes,cellular,may,wed,1119,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
35,admin.,married,university.degree,no,no,no,telephone,jun,fri,466,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
41,admin.,married,high.school,no,yes,no,cellular,jul,tue,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
56,retired,married,basic.4y,no,yes,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0
22,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,161,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
60,retired,married,university.degree,no,yes,no,cellular,oct,mon,338,2,999,0,nonexistent,-1.1,94.601,-49.5,1,4963.6,0
24,technician,single,professional.course,no,no,no,telephone,may,fri,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,self-employed,married,university.degree,no,yes,no,cellular,may,fri,279,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
51,management,married,high.school,unknown,yes,no,cellular,aug,wed,233,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
66,housemaid,married,high.school,no,yes,no,cellular,may,fri,210,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
40,management,married,university.degree,no,no,no,cellular,nov,fri,234,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
58,retired,married,basic.4y,no,yes,no,cellular,jul,tue,216,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
57,technician,divorced,basic.6y,no,unknown,unknown,cellular,may,mon,9,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
51,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
33,admin.,married,university.degree,no,yes,no,cellular,may,fri,663,3,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,1
33,admin.,single,high.school,no,yes,no,cellular,aug,tue,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
48,services,married,high.school,no,no,no,cellular,jul,mon,157,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,technician,single,professional.course,no,no,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,admin.,divorced,high.school,no,yes,yes,cellular,jul,thu,354,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
43,services,married,high.school,no,no,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,management,single,university.degree,unknown,no,no,cellular,may,thu,412,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
54,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,853,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
55,retired,married,high.school,no,yes,no,cellular,may,tue,228,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,blue-collar,single,high.school,no,yes,yes,telephone,nov,tue,228,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
53,admin.,divorced,university.degree,no,yes,no,telephone,mar,thu,262,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,0
55,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,single,university.degree,no,yes,no,cellular,may,mon,424,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
23,admin.,single,university.degree,no,no,no,cellular,sep,thu,270,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,1
77,retired,divorced,basic.4y,no,yes,no,cellular,nov,mon,445,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1
